GO_id_or_uniprot_term	Description	OurLocalization	UniquePriorityNumber	SpatialRelation
GO:0005746	mitochondrial electron transport chain	Mitochondrion	5220	IN Cytoplasm
GO:0005740	mitochondrial envelope	Mitochondrion	5220	IN Cytoplasm
GO:0005758	mitochondrial intermembrane space	Mitochondrion	5220	IN Cytoplasm
GO:0005762	mitochondrial large ribosomal subunit	Mitochondrion	5220	IN Cytoplasm
GO:0005759	mitochondrial matrix	Mitochondrion	5220	IN Cytoplasm
GO:0044429	mitochondrial part	Mitochondrion	5220	IN Cytoplasm
GO:0005757	mitochondrial permeability transition pore	Mitochondrion	5220	IN Cytoplasm
GO:0005754	"mitochondrial proton-transporting ATP synthase, catalytic core"	Mitochondrion	5220	IN Cytoplasm
GO:0005761	mitochondrial ribosome	Mitochondrion	5220	IN Cytoplasm
GO:0005763	mitochondrial small ribosomal subunit	Mitochondrion	5220	IN Cytoplasm
GO:0005739	mitochondrion	Mitochondrion	5220	IN Cytoplasm
GO:0016507	fatty acid beta-oxidation multienzyme complex	Mitochondrion	5220	IN Cytoplasm
GO:0005947	mitochondrial alpha-ketoglutarate dehydrogenase complex	Mitochondrion	5220	IN Cytoplasm
GO:0017133	mitochondrial electron transfer flavoprotein complex	Mitochondrion	5220	IN Cytoplasm
GO:0042720	mitochondrial inner membrane peptidase complex	Mitochondrion	5220	IN Cytoplasm
GO:0005744	mitochondrial inner membrane presequence translocase complex	Mitochondrion	5220	IN Cytoplasm
GO:0042719	mitochondrial intermembrane space protein transporter complex	Mitochondrion	5220	IN Cytoplasm
GO:0005742	mitochondrial outer membrane translocase complex	Mitochondrion	5220	IN Cytoplasm
GO:0009353	mitochondrial oxoglutarate dehydrogenase complex	Mitochondrion	5220	IN Cytoplasm
GO:0005753	mitochondrial proton-transporting ATP synthase complex	Mitochondrion	5220	IN Cytoplasm
GO:0000276	"mitochondrial proton-transporting ATP synthase complex, coupling factor F(o)"	Mitochondrion	5220	IN Cytoplasm
GO:0005967	mitochondrial pyruvate dehydrogenase complex	Mitochondrion	5220	IN Cytoplasm
GO:0005747	mitochondrial respiratory chain complex I	Mitochondrion	5220	IN Cytoplasm
GO:0005749	mitochondrial respiratory chain complex II	Mitochondrion	5220	IN Cytoplasm
GO:0005750	mitochondrial respiratory chain complex III	Mitochondrion	5220	IN Cytoplasm
GO:0005751	mitochondrial respiratory chain complex IV	Mitochondrion	5220	IN Cytoplasm
GO:0045252	oxoglutarate dehydrogenase complex	Mitochondrion	5220	IN Cytoplasm
GO:0045259	proton-transporting ATP synthase complex	Mitochondrion	5220	IN Cytoplasm
GO:0045261	"proton-transporting ATP synthase complex, catalytic core F(1)"	Mitochondrion	5220	IN Cytoplasm
GO:0045263	"proton-transporting ATP synthase complex, coupling factor F(o)"	Mitochondrion	5220	IN Cytoplasm
Matrix side	Matrix side	Mitochondrion	5220	IN Cytoplasm
mitochondrial	mitochondrial	Mitochondrion	5220	IN Cytoplasm
Mitochondrion	Mitochondrion	Mitochondrion	5220	IN Cytoplasm
Mitochondrion matrix	Mitochondrion matrix	Mitochondrion	5220	IN Cytoplasm
mitochondrion nucleoid	mitochondrion nucleoid	Mitochondrion	5220	IN Cytoplasm
GO:0044426	cell wall part	Cell wall	4300	SURFACE Membrane
GO:0005618	cell wall	Cell wall	4300	SURFACE Membrane
cell wall	cell wall	Cell wall	4300	SURFACE Membrane
GO:0030934	anchoring collagen	Extracellular matrix	4200	IN Extracellular
GO:0030935	sheet-forming collagen	Extracellular matrix	4200	IN Extracellular
GO:0030936	transmembrane collagen	Extracellular matrix	4200	IN Extracellular
GO:0030937	collagen type XVII	Extracellular matrix	4200	IN Extracellular
GO:0030938	collagen type XVIII	Extracellular matrix	4200	IN Extracellular
GO:0044420	extracellular matrix part	Extracellular matrix	4200	IN Extracellular
GO:0043509	activin A complex	Extracellular matrix	4200	IN Extracellular
GO:0005605	basal lamina	Extracellular matrix	4200	IN Extracellular
GO:0005604	basement membrane	Extracellular matrix	4200	IN Extracellular
GO:0005581	collagen	Extracellular matrix	4200	IN Extracellular
GO:0005584	collagen type I	Extracellular matrix	4200	IN Extracellular
GO:0005585	collagen type II	Extracellular matrix	4200	IN Extracellular
GO:0005586	collagen type III	Extracellular matrix	4200	IN Extracellular
GO:0005587	collagen type IV	Extracellular matrix	4200	IN Extracellular
GO:0005594	collagen type IX	Extracellular matrix	4200	IN Extracellular
GO:0005588	collagen type V	Extracellular matrix	4200	IN Extracellular
GO:0005589	collagen type VI	Extracellular matrix	4200	IN Extracellular
GO:0005590	collagen type VII	Extracellular matrix	4200	IN Extracellular
GO:0005591	collagen type VIII	Extracellular matrix	4200	IN Extracellular
GO:0005592	collagen type XI	Extracellular matrix	4200	IN Extracellular
GO:0005595	collagen type XII	Extracellular matrix	4200	IN Extracellular
GO:0005600	collagen type XIII	Extracellular matrix	4200	IN Extracellular
GO:0005596	collagen type XIV	Extracellular matrix	4200	IN Extracellular
GO:0005582	collagen type XV	Extracellular matrix	4200	IN Extracellular
GO:0005597	collagen type XVI	Extracellular matrix	4200	IN Extracellular
GO:0005602	complement component C1q complex	Extracellular matrix	4200	IN Extracellular
GO:0043205	fibril	Extracellular matrix	4200	IN Extracellular
GO:0005577	fibrinogen complex	Extracellular matrix	4200	IN Extracellular
GO:0042571	"immunoglobulin complex, circulating"	Extracellular matrix	4200	IN Extracellular
GO:0043512	inhibin A complex	Extracellular matrix	4200	IN Extracellular
GO:0016942	insulin-like growth factor binding protein complex	Extracellular matrix	4200	IN Extracellular
GO:0043514	interleukin-12 complex	Extracellular matrix	4200	IN Extracellular
GO:0005606	laminin-1 complex	Extracellular matrix	4200	IN Extracellular
GO:0043259	laminin-10 complex	Extracellular matrix	4200	IN Extracellular
GO:0005607	laminin-2 complex	Extracellular matrix	4200	IN Extracellular
GO:0005608	laminin-3 complex	Extracellular matrix	4200	IN Extracellular
GO:0005610	laminin-5 complex	Extracellular matrix	4200	IN Extracellular
GO:0043257	laminin-8 complex	Extracellular matrix	4200	IN Extracellular
GO:0001527	microfibril	Extracellular matrix	4200	IN Extracellular
GO:0048222	glycoprotein network	Extracellular matrix	4200	IN Extracellular
GO:0031012	extracellular matrix	Extracellular matrix	4200	IN Extracellular
GO:0005583	fibrillar collagen	Extracellular matrix	4200	IN Extracellular
GO:0005578	proteinaceous extracellular matrix	Extracellular matrix	4200	IN Extracellular
basement membrane	basement membrane	Extracellular matrix	4200	IN Extracellular
extracellular matrix	extracellular matrix	Extracellular matrix	4200	IN Extracellular
GO:0044421	extracellular region part	Extracellular	4100	Extracellular
GO:0005576	extracellular region	Extracellular	4100	Extracellular
GO:0005615	extracellular space	Extracellular	4100	Extracellular
extracellular space	extracellular space	Extracellular	4100	Extracellular
Secreted	Secreted	Extracellular	4100	Extracellular
secreted form	secreted form	Extracellular	4100	Extracellular
Secreted glypican-1	Secreted glypican-1	Extracellular	4100	Extracellular
Secreted glypican-2	Secreted glypican-2	Extracellular	4100	Extracellular
Secreted glypican-3	Secreted glypican-3	Extracellular	4100	Extracellular
Secreted glypican-4	Secreted glypican-4	Extracellular	4100	Extracellular
Secreted glypican-5	Secreted glypican-5	Extracellular	4100	Extracellular
Secreted glypican-6	Secreted glypican-6	Extracellular	4100	Extracellular
secreted isoform	secreted isoform	Extracellular	4100	Extracellular
GO:0009986	cell surface	Cell surface	4000	SURFACE Membrane
GO:0009897	external side of plasma membrane	Cell surface	4000	SURFACE Membrane
Cell surface	Cell surface	Cell surface	4000	SURFACE Membrane
Extracellular side	Extracellular side	Cell surface	4000	SURFACE Membrane
Surface protein	Surface protein	Cell surface	4000	SURFACE Membrane
GO:0044453	nuclear membrane part	Nucleus membrane	3200	Nucleus membrane
GO:0042564	NLS-dependent protein nuclear import complex	Nucleus membrane	3200	Nucleus membrane
GO:0005639	integral to nuclear inner membrane	Nucleus membrane	3200	Nucleus membrane
GO:0005637	nuclear inner membrane	Nucleus membrane	3200	Nucleus membrane
GO:0031965	nuclear membrane	Nucleus membrane	3200	Nucleus membrane
GO:0005640	nuclear outer membrane	Nucleus membrane	3200	Nucleus membrane
nuclear pore complex	nuclear pore complex	Nucleus membrane	3200	Nucleus membrane
Nuclear pore complex protein Nup96	Nuclear pore complex protein Nup96	Nucleus membrane	3200	Nucleus membrane
Nuclear pore complex protein Nup98	Nuclear pore complex protein Nup98	Nucleus membrane	3200	Nucleus membrane
Nucleus envelope	Nucleus envelope	Nucleus membrane	3200	Nucleus membrane
Nucleus inner membrane	Nucleus inner membrane	Nucleus membrane	3200	Nucleus membrane
Nucleus lamina	Nucleus lamina	Nucleus membrane	3200	Nucleus membrane
Nucleus membrane	Nucleus membrane	Nucleus membrane	3200	Nucleus membrane
Nucleus outer membrane	Nucleus outer membrane	Nucleus membrane	3200	Nucleus membrane
GO:0044427	chromosomal part	Nucleus	3000	Nucleus
GO:0044454	nuclear chromosome part	Nucleus	3000	Nucleus
GO:0032444	activin responsive factor complex	Nucleus	3000	Nucleus
GO:0016602	CCAAT-binding factor complex	Nucleus	3000	Nucleus
GO:0042272	nuclear RNA export factor complex	Nucleus	3000	Nucleus
GO:0005666	DNA-directed RNA polymerase III complex	Nucleus	3000	Nucleus
GO:0000123	histone acetyltransferase complex	Nucleus	3000	Nucleus
GO:0000118	histone deacetylase complex	Nucleus	3000	Nucleus
GO:0035097	histone methyltransferase complex	Nucleus	3000	Nucleus
GO:0032039	integrator complex	Nucleus	3000	Nucleus
GO:0000119	mediator complex	Nucleus	3000	Nucleus
GO:0043625	delta DNA polymerase complex	Nucleus	3000	Nucleus
GO:0005662	DNA replication factor A complex	Nucleus	3000	Nucleus
GO:0008622	epsilon DNA polymerase complex	Nucleus	3000	Nucleus
GO:0005658	alpha DNA polymerase:primase complex	Nucleus	3000	Nucleus
GO:0005655	nucleolar ribonuclease P complex	Nucleus	3000	Nucleus
GO:0001651	dense fibrillar component	Nucleus	3000	Nucleus
GO:0001650	fibrillar center	Nucleus	3000	Nucleus
GO:0030685	nucleolar preribosome	Nucleus	3000	Nucleus
GO:0030688	"nucleolar preribosome, small subunit precursor"	Nucleus	3000	Nucleus
GO:0005730	nucleolus	Nucleus	3000	Nucleus
GO:0005819	spindle	Nucleus	3000	Nucleus
GO:0015030	Cajal body	Nucleus	3000	Nucleus
GO:0000794	condensed nuclear chromosome	Nucleus	3000	Nucleus
GO:0000778	condensed nuclear chromosome kinetochore	Nucleus	3000	Nucleus
GO:0000780	"condensed nuclear chromosome, pericentric region"	Nucleus	3000	Nucleus
GO:0016591	"DNA-directed RNA polymerase II, holoenzyme"	Nucleus	3000	Nucleus
GO:0001674	female germ cell nucleus	Nucleus	3000	Nucleus
GO:0001939	female pronucleus	Nucleus	3000	Nucleus
GO:0042025	host cell nucleus	Nucleus	3000	Nucleus
GO:0001940	male pronucleus	Nucleus	3000	Nucleus
GO:0016604	nuclear body	Nucleus	3000	Nucleus
GO:0000790	nuclear chromatin	Nucleus	3000	Nucleus
GO:0000228	nuclear chromosome	Nucleus	3000	Nucleus
GO:0000784	"nuclear chromosome, telomeric region"	Nucleus	3000	Nucleus
GO:0005635	nuclear envelope	Nucleus	3000	Nucleus
GO:0005641	nuclear envelope lumen	Nucleus	3000	Nucleus
GO:0042175	nuclear envelope-endoplasmic reticulum network	Nucleus	3000	Nucleus
GO:0005720	nuclear heterochromatin	Nucleus	3000	Nucleus
GO:0042405	nuclear inclusion body	Nucleus	3000	Nucleus
GO:0005652	nuclear lamina	Nucleus	3000	Nucleus
GO:0031981	nuclear lumen	Nucleus	3000	Nucleus
GO:0016363	nuclear matrix	Nucleus	3000	Nucleus
GO:0044428	nuclear part	Nucleus	3000	Nucleus
GO:0005643	nuclear pore	Nucleus	3000	Nucleus
GO:0043596	nuclear replication fork	Nucleus	3000	Nucleus
GO:0016607	nuclear speck	Nucleus	3000	Nucleus
GO:0005724	nuclear telomeric heterochromatin	Nucleus	3000	Nucleus
GO:0005634	nucleus	Nucleus	3000	Nucleus
GO:0045120	pronucleus	Nucleus	3000	Nucleus
GO:0005638	lamin filament	Nucleus	3000	Nucleus
GO:0001673	male germ cell nucleus	Nucleus	3000	Nucleus
GO:0005654	nucleoplasm	Nucleus	3000	Nucleus
GO:0042382	paraspeckles	Nucleus	3000	Nucleus
GO:0016605	PML body	Nucleus	3000	Nucleus
GO:0005685	snRNP U1	Nucleus	3000	Nucleus
GO:0005686	snRNP U2	Nucleus	3000	Nucleus
GO:0005682	snRNP U5	Nucleus	3000	Nucleus
GO:0005688	snRNP U6	Nucleus	3000	Nucleus
GO:0005683	snRNP U7	Nucleus	3000	Nucleus
GO:0005681	spliceosome	Nucleus	3000	Nucleus
GO:0005689	U12-dependent spliceosome	Nucleus	3000	Nucleus
GO:0005680	anaphase-promoting complex	Nucleus	3000	Nucleus
GO:0030895	apolipoprotein B mRNA editing enzyme complex	Nucleus	3000	Nucleus
GO:0001740	Barr body	Nucleus	3000	Nucleus
GO:0031436	BRCA1-BARD1 complex	Nucleus	3000	Nucleus
GO:0005721	centric heterochromatin	Nucleus	3000	Nucleus
GO:0005712	chiasma	Nucleus	3000	Nucleus
GO:0000785	chromatin	Nucleus	3000	Nucleus
GO:0008623	chromatin accessibility complex	Nucleus	3000	Nucleus
GO:0005678	chromatin assembly complex	Nucleus	3000	Nucleus
GO:0016585	chromatin remodeling complex	Nucleus	3000	Nucleus
GO:0005677	chromatin silencing complex	Nucleus	3000	Nucleus
GO:0005694	chromosome	Nucleus	3000	Nucleus
GO:0000775	"chromosome, pericentric region"	Nucleus	3000	Nucleus
GO:0000781	"chromosome, telomeric region"	Nucleus	3000	Nucleus
GO:0042627	chylomicron	Nucleus	3000	Nucleus
GO:0008278	cohesin complex	Nucleus	3000	Nucleus
GO:0008280	cohesin core heterodimer	Nucleus	3000	Nucleus
GO:0000793	condensed chromosome	Nucleus	3000	Nucleus
GO:0000796	condensin complex	Nucleus	3000	Nucleus
GO:0000797	condensin core heterodimer	Nucleus	3000	Nucleus
GO:0016533	cyclin-dependent protein kinase 5 activator complex	Nucleus	3000	Nucleus
GO:0005663	DNA replication factor C complex	Nucleus	3000	Nucleus
GO:0005958	DNA-dependent protein kinase complex	Nucleus	3000	Nucleus
GO:0005736	DNA-directed RNA polymerase I complex	Nucleus	3000	Nucleus
GO:0005665	"DNA-directed RNA polymerase II, core complex"	Nucleus	3000	Nucleus
GO:0035098	ESC/E(Z) complex	Nucleus	3000	Nucleus
GO:0000791	euchromatin	Nucleus	3000	Nucleus
GO:0043189	H4/H2A histone acetyltransferase complex	Nucleus	3000	Nucleus
GO:0000792	heterochromatin	Nucleus	3000	Nucleus
GO:0000939	inner kinetochore of condensed chromosome	Nucleus	3000	Nucleus
GO:0030870	Mre11 complex	Nucleus	3000	Nucleus
GO:0005845	mRNA cap complex	Nucleus	3000	Nucleus
GO:0005847	mRNA cleavage and polyadenylation specificity factor complex	Nucleus	3000	Nucleus
GO:0005849	mRNA cleavage factor complex	Nucleus	3000	Nucleus
GO:0032389	MutLalpha complex	Nucleus	3000	Nucleus
GO:0032301	MutSalpha complex	Nucleus	3000	Nucleus
GO:0032302	MutSbeta complex	Nucleus	3000	Nucleus
GO:0030690	Noc1p-Noc2p complex	Nucleus	3000	Nucleus
GO:0035267	NuA4 histone acetyltransferase complex	Nucleus	3000	Nucleus
GO:0000799	nuclear condensin complex	Nucleus	3000	Nucleus
GO:0019908	nuclear cyclin-dependent protein kinase holoenzyme complex	Nucleus	3000	Nucleus
GO:0000176	nuclear exosome (RNase complex)	Nucleus	3000	Nucleus
GO:0005664	nuclear origin of replication recognition complex	Nucleus	3000	Nucleus
GO:0000783	nuclear telomere cap complex	Nucleus	3000	Nucleus
GO:0000152	nuclear ubiquitin ligase complex	Nucleus	3000	Nucleus
GO:0031074	nucleocytoplasmic shuttling complex	Nucleus	3000	Nucleus
GO:0005731	nucleolus organizer complex	Nucleus	3000	Nucleus
GO:0000109	nucleotide-excision repair complex	Nucleus	3000	Nucleus
GO:0016581	NuRD complex	Nucleus	3000	Nucleus
GO:0000808	origin recognition complex	Nucleus	3000	Nucleus
GO:0000125	PCAF complex	Nucleus	3000	Nucleus
GO:0031519	PcG protein complex	Nucleus	3000	Nucleus
GO:0043626	PCNA complex	Nucleus	3000	Nucleus
GO:0030677	ribonuclease P complex	Nucleus	3000	Nucleus
GO:0030529	ribonucleoprotein complex	Nucleus	3000	Nucleus
GO:0030880	RNA polymerase complex	Nucleus	3000	Nucleus
GO:0000120	RNA polymerase I transcription factor complex	Nucleus	3000	Nucleus
GO:0031213	RSF complex	Nucleus	3000	Nucleus
GO:0001739	sex chromatin	Nucleus	3000	Nucleus
GO:0008180	signalosome complex	Nucleus	3000	Nucleus
GO:0016580	Sin3 complex	Nucleus	3000	Nucleus
GO:0030532	small nuclear ribonucleoprotein complex	Nucleus	3000	Nucleus
GO:0005732	small nucleolar ribonucleoprotein complex	Nucleus	3000	Nucleus
GO:0019185	snRNA-activating protein complex	Nucleus	3000	Nucleus
GO:0016592	Srb-mediator complex	Nucleus	3000	Nucleus
GO:0016514	SWI/SNF complex	Nucleus	3000	Nucleus
GO:0000795	synaptonemal complex	Nucleus	3000	Nucleus
GO:0005697	telomerase holoenzyme complex	Nucleus	3000	Nucleus
GO:0008023	transcription elongation factor complex	Nucleus	3000	Nucleus
GO:0005667	transcription factor complex	Nucleus	3000	Nucleus
GO:0005672	transcription factor TFIIA complex	Nucleus	3000	Nucleus
GO:0005669	transcription factor TFIID complex	Nucleus	3000	Nucleus
GO:0005673	transcription factor TFIIE complex	Nucleus	3000	Nucleus
GO:0005674	transcription factor TFIIF complex	Nucleus	3000	Nucleus
GO:0005675	transcription factor TFIIH complex	Nucleus	3000	Nucleus
GO:0000126	transcription factor TFIIIB complex	Nucleus	3000	Nucleus
GO:0000127	transcription factor TFIIIC complex	Nucleus	3000	Nucleus
GO:0017053	transcriptional repressor complex	Nucleus	3000	Nucleus
GO:0000214	tRNA-intron endonuclease complex	Nucleus	3000	Nucleus
GO:0046540	U4/U6 x U5 tri-snRNP complex	Nucleus	3000	Nucleus
GO:0031372	UBC13-MMS2 complex	Nucleus	3000	Nucleus
GO:0016035	zeta DNA polymerase complex	Nucleus	3000	Nucleus
GO:0000776	kinetochore	Nucleus	3000	Nucleus
GO:0000800	lateral element	Nucleus	3000	Nucleus
GO:0000786	nucleosome	Nucleus	3000	Nucleus
GO:0000940	outer kinetochore of condensed chromosome	Nucleus	3000	Nucleus
GO:0005726	perichromatin fibrils	Nucleus	3000	Nucleus
GO:0005701	polytene chromosome chromocenter	Nucleus	3000	Nucleus
GO:0005657	replication fork	Nucleus	3000	Nucleus
GO:0000802	transverse filament	Nucleus	3000	Nucleus
GO:0000178	exosome (RNase complex)	Nucleus 	3000	Nucleus
centromere	centromere	Nucleus	3000	Nucleus
Chromosome	Chromosome	Nucleus	3000	Nucleus
gem	gem	Nucleus	3000	Nucleus
kinetochore	kinetochore	Nucleus	3000	Nucleus
nucleolus	nucleolus	Nucleus	3000	Nucleus
nucleoplasm	nucleoplasm	Nucleus	3000	Nucleus
Nucleoplasmic side	Nucleoplasmic side	Nucleus	3000	Nucleus
Nucleus	Nucleus	Nucleus	3000	Nucleus
Nucleus matrix	Nucleus matrix	Nucleus	3000	Nucleus
Nucleus speckle	Nucleus speckle	Nucleus	3000	Nucleus
PML body	PML body	Nucleus	3000	Nucleus
telomere	telomere	Nucleus	3000	Nucleus
GO:0030315	T-tubule	Membrane	2500	Membrane
GO:0030314	junctional membrane complex	Membrane	2500	Membrane
GO:0005927	muscle tendon junction	Membrane	2500	Membrane
GO:0098520	excitatory neuromuscular junction	Membrane	2500	Membrane
GO:0098521	inhibitory neuromuscular junction	Membrane	2500	Membrane
GO:0098522	neuromuscular junction of skeletal muscle fiber	Membrane	2500	Membrane
GO:0098523	neuromuscular junction of myotube	Membrane	2500	Membrane
GO:0098524	neuromuscular junction of somatic muscle myotube	Membrane	2500	Membrane
GO:0098525	excitatory neuromuscular junction of somatic myotube	Membrane	2500	Membrane
GO:0098526	inhibitory neuromuscular junction of somatic myotube	Membrane	2500	Membrane
GO:0098527	neuromuscular junction of somatic muscle	Membrane	2500	Membrane
GO:0031594	neuromuscular junction	Membrane	2500	Membrane
GO:0034704	calcium channel complex	Membrane	2500	Membrane
GO:0005891	voltage-gated calcium channel complex	Membrane	2500	Membrane
Calcium-activated chloride channel regulator 2	Calcium-activated chloride channel regulator 2	Membrane	2500	Membrane
GO:0034705	potassium channel complex	Membrane	2500	Membrane
GO:0034706	sodium channel complex	Membrane	2500	Membrane
GO:0034707	chloride channel complex	Membrane	2500	Membrane
GO:0031528	microvillus membrane	Membrane	2500	Membrane
GO:0048787	active zone presynaptic plasma membrane	Membrane	2500	Membrane
GO:0031362	anchored to external side of plasma membrane	Membrane	2500	Membrane
GO:0046658	anchored to plasma membrane	Membrane	2500	Membrane
GO:0016324	apical plasma membrane	Membrane	2500	Membrane
GO:0030673	axolemma	Membrane	2500	Membrane
GO:0009925	basal plasma membrane	Membrane	2500	Membrane
GO:0016323	basolateral plasma membrane	Membrane	2500	Membrane
GO:0031526	brush border membrane	Membrane	2500	Membrane
GO:0031253	cell projection membrane	Membrane	2500	Membrane
GO:0031232	extrinsic to external side of plasma membrane	Membrane	2500	Membrane
GO:0031234	extrinsic to internal side of plasma membrane	Membrane	2500	Membrane
GO:0019898	extrinsic to membrane	Membrane	2500	Membrane
GO:0019897	extrinsic to plasma membrane	Membrane	2500	Membrane
GO:0016021	integral to membrane	Membrane	2500	Membrane
GO:0005887	integral to plasma membrane	Membrane	2500	Membrane
GO:0009898	internal side of plasma membrane	Membrane	2500	Membrane
